id_ticket,fecha,turno,id_plato,cantidad,nombre_plato,categoria
T-17168,2024-02-24,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-14954,2025-06-05,Cena,P-05,4,Refresco Cola,Bebida
T-15677,2024-05-05,Comida,P-06,3,Vino Tinto Copa,Bebida
T-10826,2025-02-23,Comida,P-11,3,Salmon a la Plancha,Principal
T-16502,2024-10-04,Comida,P-05,4,Refresco Cola,Bebida
T-11861,2025-03-12,Comida,P-05,1,Refresco Cola,Bebida
T-13942,2025-01-01,Cena,P-17,3,Brownie con Helado,Postre
T-13551,2025-10-21,Comida,P-07,1,Pizza Margarita,Principal
T-16319,2024-06-10,Cena,P-18,1,Ensaladilla Rusa,Entrante
T-11940,2024-06-06,Cena,P-04,4,Tarta de Queso Casera,Postre
T-16811,2024-01-14,Cena,P-16,3,Agua Mineral,Bebida
T-11864,2025-07-26,Cena,P-21,1,Cafe Solo,Bebida
T-14934,2025-10-12,Cena,P-25,3,Canelones de Carne,Principal
T-12199,2025-06-12,Cena,P-14,3,Tortilla de Patatas,Entrante
T-16234,2025-11-11,Comida,P-08,2,Croquetas de Jamon,Entrante
T-15389,2025-01-27,Comida,P-08,3,Croquetas de Jamon,Entrante
T-17786,2025-11-12,Cena,P-24,3,Nuggets de Pollo,Principal
T-14846,2025-01-16,Cena,P-19,2,Entrecot Ternera,Principal
T-13869,2024-12-21,Cena,P-02,3,Ensalada Cesar,Entrante
T-16091,2024-06-01,Comida,P-20,3,Paella de Marisco,Principal
T-14372,2025-10-02,Cena,P-07,2,Pizza Margarita,Principal
T-14430,2024-12-29,Cena,P-07,1,Pizza Margarita,Principal
T-16970,2025-01-08,Comida,P-14,4,Tortilla de Patatas,Entrante
T-12983,2024-04-16,Comida,P-19,1,Entrecot Ternera,Principal
T-16148,2025-05-25,Cena,P-07,1,Pizza Margarita,Principal
T-13769,2024-10-09,Comida,P-03,4,Pasta Carbonara IA,Principal
T-12115,2024-06-12,Comida,P-18,2,Ensaladilla Rusa,Entrante
T-12924,2025-03-15,Cena,P-03,3,Pasta Carbonara IA,Principal
T-16462,2025-09-21,Comida,P-12,3,Risotto de Setas,Principal
T-11290,2024-06-28,Cena,P-06,2,Vino Tinto Copa,Bebida
T-17416,2024-12-12,Cena,P-25,1,Canelones de Carne,Principal
T-16866,2024-05-25,Comida,P-07,3,Pizza Margarita,Principal
T-17081,2025-03-15,Comida,P-22,4,Te Verde,Bebida
T-10922,2025-02-27,Comida,P-23,1,Tiramisu de la Casa,Postre
T-13320,2025-11-04,Comida,P-13,3,Bacalao al Horno,Principal
T-16464,2024-03-03,Cena,P-25,4,Canelones de Carne,Principal
T-10331,2024-08-31,Comida,P-11,2,Salmon a la Plancha,Principal
T-10830,2024-03-04,Comida,P-18,3,Ensaladilla Rusa,Entrante
T-12584,2024-03-27,Cena,P-17,4,Brownie con Helado,Postre
T-10964,2025-08-23,Comida,P-12,1,Risotto de Setas,Principal
T-17794,2025-08-05,Cena,P-22,3,Te Verde,Bebida
T-13590,2025-10-26,Comida,P-01,3,Hamburguesa Smart,Principal
T-11315,2025-12-14,Comida,P-21,1,Cafe Solo,Bebida
T-12208,2025-05-01,Cena,P-10,2,Solomillo Iberico,Principal
T-10607,2025-12-07,Cena,P-13,1,Bacalao al Horno,Principal
T-16381,2024-10-12,Comida,P-19,3,Entrecot Ternera,Principal
T-15197,2025-02-22,Cena,P-12,3,Risotto de Setas,Principal
T-15160,2025-07-11,Comida,P-16,4,Agua Mineral,Bebida
T-12194,2025-03-31,Cena,P-24,2,Nuggets de Pollo,Principal
T-15203,2025-08-29,Cena,P-14,1,Tortilla de Patatas,Entrante
T-14208,2024-12-28,Comida,P-16,1,Agua Mineral,Bebida
T-13606,2024-10-29,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-15174,2025-02-20,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-15541,2025-12-18,Comida,P-22,4,Te Verde,Bebida
T-14171,2024-09-03,Cena,P-04,2,Tarta de Queso Casera,Postre
T-16208,2025-03-20,Cena,P-23,1,Tiramisu de la Casa,Postre
T-14723,2025-08-05,Comida,P-02,1,Ensalada Cesar,Entrante
T-12049,2024-08-26,Cena,P-10,2,Solomillo Iberico,Principal
T-11634,2024-08-23,Comida,P-24,4,Nuggets de Pollo,Principal
T-15260,2025-05-17,Cena,P-21,3,Cafe Solo,Bebida
T-11862,2024-07-08,Cena,P-14,2,Tortilla de Patatas,Entrante
T-17488,2025-03-20,Cena,P-07,2,Pizza Margarita,Principal
T-15262,2025-02-20,Comida,P-05,2,Refresco Cola,Bebida
T-13983,2024-09-07,Comida,P-04,3,Tarta de Queso Casera,Postre
T-12943,2024-02-08,Cena,P-05,3,Refresco Cola,Bebida
T-17383,2024-10-02,Comida,P-11,1,Salmon a la Plancha,Principal
T-10606,2025-01-10,Cena,P-10,4,Solomillo Iberico,Principal
T-14109,2025-11-02,Comida,P-04,4,Tarta de Queso Casera,Postre
T-15046,2024-10-16,Cena,P-14,2,Tortilla de Patatas,Entrante
T-14336,2025-07-26,Cena,P-24,4,Nuggets de Pollo,Principal
T-16468,2024-01-08,Cena,P-05,2,Refresco Cola,Bebida
T-10242,2024-08-31,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-15003,2024-10-23,Cena,P-06,1,Vino Tinto Copa,Bebida
T-10994,2025-01-13,Comida,P-13,2,Bacalao al Horno,Principal
T-13330,2024-08-20,Comida,P-02,2,Ensalada Cesar,Entrante
T-14883,2025-10-10,Comida,P-08,4,Croquetas de Jamon,Entrante
T-16720,2025-05-13,Cena,P-21,4,Cafe Solo,Bebida
T-13008,2024-01-20,Comida,P-19,1,Entrecot Ternera,Principal
T-13315,2024-09-25,Comida,P-23,4,Tiramisu de la Casa,Postre
T-12858,2025-04-16,Cena,P-17,3,Brownie con Helado,Postre
T-13940,2025-01-05,Comida,P-24,3,Nuggets de Pollo,Principal
T-16008,2025-07-13,Cena,P-16,1,Agua Mineral,Bebida
T-16803,2025-09-07,Comida,P-24,3,Nuggets de Pollo,Principal
T-11197,2024-09-14,Cena,P-15,2,Cerveza Artesana,Bebida
T-13511,2024-04-13,Comida,P-15,1,Cerveza Artesana,Bebida
T-15369,2024-04-10,Cena,P-24,3,Nuggets de Pollo,Principal
T-17358,2025-04-19,Comida,P-19,4,Entrecot Ternera,Principal
T-13283,2025-03-22,Cena,P-08,1,Croquetas de Jamon,Entrante
T-12669,2025-09-28,Cena,P-15,1,Cerveza Artesana,Bebida
T-17002,2025-05-23,Cena,P-16,3,Agua Mineral,Bebida
T-17846,2024-10-12,Cena,P-20,3,Paella de Marisco,Principal
T-14032,2025-07-22,Cena,P-11,3,Salmon a la Plancha,Principal
T-15613,2024-09-26,Comida,P-05,3,Refresco Cola,Bebida
T-12039,2024-11-17,Cena,P-02,4,Ensalada Cesar,Entrante
T-12192,2025-09-21,Cena,P-20,3,Paella de Marisco,Principal
T-12774,2024-10-08,Cena,P-22,4,Te Verde,Bebida
T-13397,2024-01-10,Comida,P-05,2,Refresco Cola,Bebida
T-14853,2025-09-30,Comida,P-23,4,Tiramisu de la Casa,Postre
T-15461,2025-09-04,Cena,P-07,4,Pizza Margarita,Principal
T-13893,2025-09-09,Cena,P-13,2,Bacalao al Horno,Principal
T-17381,2025-07-16,Cena,P-15,1,Cerveza Artesana,Bebida
T-17999,2025-10-24,Cena,P-08,3,Croquetas de Jamon,Entrante
T-11109,2025-01-02,Cena,P-04,4,Tarta de Queso Casera,Postre
T-13432,2024-08-20,Cena,P-25,3,Canelones de Carne,Principal
T-17151,2025-06-03,Cena,P-20,3,Paella de Marisco,Principal
T-16483,2024-04-03,Comida,P-19,3,Entrecot Ternera,Principal
T-17667,2024-06-22,Cena,P-22,1,Te Verde,Bebida
T-11323,2024-10-15,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-15119,2025-02-15,Cena,P-16,4,Agua Mineral,Bebida
T-17206,2025-02-01,Comida,P-17,1,Brownie con Helado,Postre
T-16336,2024-11-04,Comida,P-07,4,Pizza Margarita,Principal
T-15160,2025-05-25,Cena,P-16,4,Agua Mineral,Bebida
T-13119,2024-01-18,Comida,P-01,3,Hamburguesa Smart,Principal
T-12636,2024-05-04,Comida,P-02,2,Ensalada Cesar,Entrante
T-11635,2025-11-12,Cena,P-03,4,Pasta Carbonara IA,Principal
T-11643,2024-03-30,Cena,P-16,2,Agua Mineral,Bebida
T-13275,2025-05-13,Comida,P-23,4,Tiramisu de la Casa,Postre
T-13488,2025-04-26,Cena,P-05,4,Refresco Cola,Bebida
T-11745,2024-07-06,Comida,P-07,1,Pizza Margarita,Principal
T-17476,2024-03-26,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-14194,2025-06-16,Cena,P-11,4,Salmon a la Plancha,Principal
T-12753,2025-04-14,Comida,P-11,1,Salmon a la Plancha,Principal
T-16544,2025-06-22,Comida,P-23,1,Tiramisu de la Casa,Postre
T-11395,2024-11-29,Cena,P-15,1,Cerveza Artesana,Bebida
T-10775,2024-03-21,Comida,P-23,4,Tiramisu de la Casa,Postre
T-17877,2025-03-18,Cena,P-17,3,Brownie con Helado,Postre
T-12316,2024-12-30,Cena,P-15,2,Cerveza Artesana,Bebida
T-14734,2024-03-23,Cena,P-25,3,Canelones de Carne,Principal
T-11889,2025-04-30,Cena,P-19,1,Entrecot Ternera,Principal
T-14782,2025-04-06,Cena,P-10,1,Solomillo Iberico,Principal
T-13591,2024-01-03,Cena,P-04,2,Tarta de Queso Casera,Postre
T-15303,2025-10-31,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-12446,2024-08-26,Comida,P-15,1,Cerveza Artesana,Bebida
T-12376,2024-12-19,Cena,P-12,1,Risotto de Setas,Principal
T-17752,2025-07-16,Cena,P-17,1,Brownie con Helado,Postre
T-17127,2025-10-15,Cena,P-10,4,Solomillo Iberico,Principal
T-15779,2024-05-01,Comida,P-21,2,Cafe Solo,Bebida
T-11360,2025-05-22,Comida,P-18,4,Ensaladilla Rusa,Entrante
T-15989,2025-03-25,Cena,P-03,4,Pasta Carbonara IA,Principal
T-14826,2024-09-15,Comida,P-06,1,Vino Tinto Copa,Bebida
T-17799,2025-10-07,Cena,P-06,2,Vino Tinto Copa,Bebida
T-17098,2024-11-29,Comida,P-11,1,Salmon a la Plancha,Principal
T-13194,2024-07-08,Cena,P-22,4,Te Verde,Bebida
T-15365,2025-09-27,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-15284,2025-12-30,Comida,P-10,2,Solomillo Iberico,Principal
T-13640,2025-11-30,Comida,P-25,2,Canelones de Carne,Principal
T-14518,2024-12-06,Cena,P-08,2,Croquetas de Jamon,Entrante
T-12883,2025-08-17,Cena,P-15,1,Cerveza Artesana,Bebida
T-14472,2024-08-18,Cena,P-20,3,Paella de Marisco,Principal
T-10051,2024-11-18,Cena,P-22,4,Te Verde,Bebida
T-15817,2024-07-25,Cena,P-12,1,Risotto de Setas,Principal
T-17854,2024-12-08,Comida,P-22,3,Te Verde,Bebida
T-16278,2025-12-12,Cena,P-20,3,Paella de Marisco,Principal
T-10959,2024-05-23,Comida,P-06,4,Vino Tinto Copa,Bebida
T-16788,2024-10-21,Cena,P-04,1,Tarta de Queso Casera,Postre
T-12864,2024-08-03,Comida,P-17,1,Brownie con Helado,Postre
T-17902,2025-11-26,Cena,P-13,2,Bacalao al Horno,Principal
T-13908,2024-12-24,Cena,P-23,2,Tiramisu de la Casa,Postre
T-16386,2024-03-06,Cena,P-17,2,Brownie con Helado,Postre
T-13768,2025-03-24,Cena,P-19,2,Entrecot Ternera,Principal
T-12698,2024-02-02,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-17588,2025-04-16,Cena,P-07,1,Pizza Margarita,Principal
T-10785,2025-07-11,Comida,P-23,2,Tiramisu de la Casa,Postre
T-13092,2024-09-02,Comida,P-08,1,Croquetas de Jamon,Entrante
T-11603,2024-09-28,Cena,P-13,2,Bacalao al Horno,Principal
T-13473,2024-05-02,Comida,P-08,1,Croquetas de Jamon,Entrante
T-15682,2024-06-02,Cena,P-14,4,Tortilla de Patatas,Entrante
T-12336,2024-04-11,Cena,P-02,2,Ensalada Cesar,Entrante
T-13546,2025-10-29,Comida,P-07,3,Pizza Margarita,Principal
T-12637,2025-07-29,Cena,P-06,4,Vino Tinto Copa,Bebida
T-10111,2024-01-07,Cena,P-05,3,Refresco Cola,Bebida
T-11910,2025-02-11,Comida,P-01,2,Hamburguesa Smart,Principal
T-15941,2024-04-03,Cena,P-16,4,Agua Mineral,Bebida
T-15686,2025-08-28,Comida,P-06,3,Vino Tinto Copa,Bebida
T-11380,2024-09-09,Cena,P-14,1,Tortilla de Patatas,Entrante
T-11714,2025-09-24,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-10372,2024-04-04,Cena,P-23,2,Tiramisu de la Casa,Postre
T-12010,2025-12-11,Comida,P-14,3,Tortilla de Patatas,Entrante
T-11758,2024-02-09,Comida,P-20,2,Paella de Marisco,Principal
T-11235,2024-07-05,Cena,P-06,2,Vino Tinto Copa,Bebida
T-17345,2024-03-15,Comida,P-19,2,Entrecot Ternera,Principal
T-16624,2024-08-15,Comida,P-07,1,Pizza Margarita,Principal
T-15054,2024-04-23,Cena,P-10,3,Solomillo Iberico,Principal
T-17208,2025-03-09,Comida,P-23,2,Tiramisu de la Casa,Postre
T-13187,2024-10-01,Cena,P-13,2,Bacalao al Horno,Principal
T-14378,2025-03-17,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-14880,2024-10-05,Comida,P-09,4,Gazpacho Andaluz,Entrante
T-12236,2025-11-01,Cena,P-13,4,Bacalao al Horno,Principal
T-17292,2025-02-21,Comida,P-22,2,Te Verde,Bebida
T-16856,2025-11-09,Comida,P-17,3,Brownie con Helado,Postre
T-10816,2024-12-16,Cena,P-16,1,Agua Mineral,Bebida
T-11711,2025-04-13,Cena,P-02,2,Ensalada Cesar,Entrante
T-16053,2025-06-12,Cena,P-08,3,Croquetas de Jamon,Entrante
T-13328,2024-11-26,Comida,P-08,1,Croquetas de Jamon,Entrante
T-16399,2024-01-31,Comida,P-08,4,Croquetas de Jamon,Entrante
T-17431,2025-01-31,Cena,P-08,3,Croquetas de Jamon,Entrante
T-14089,2025-02-19,Cena,P-23,3,Tiramisu de la Casa,Postre
T-17400,2024-12-27,Cena,P-10,1,Solomillo Iberico,Principal
T-12483,2024-09-16,Cena,P-25,2,Canelones de Carne,Principal
T-10700,2024-12-30,Cena,P-08,3,Croquetas de Jamon,Entrante
T-14494,2025-02-21,Cena,P-10,4,Solomillo Iberico,Principal
T-13521,2025-12-10,Cena,P-07,2,Pizza Margarita,Principal
T-10239,2024-01-18,Cena,P-01,2,Hamburguesa Smart,Principal
T-10479,2025-02-24,Cena,P-05,2,Refresco Cola,Bebida
T-17290,2024-10-10,Cena,P-11,2,Salmon a la Plancha,Principal
T-14248,2025-08-26,Comida,P-24,3,Nuggets de Pollo,Principal
T-10213,2025-11-22,Comida,P-05,1,Refresco Cola,Bebida
T-10458,2024-10-27,Cena,P-14,2,Tortilla de Patatas,Entrante
T-12434,2025-04-13,Comida,P-11,4,Salmon a la Plancha,Principal
T-14418,2024-04-12,Cena,P-06,2,Vino Tinto Copa,Bebida
T-14220,2025-11-24,Comida,P-05,3,Refresco Cola,Bebida
T-11178,2024-01-18,Comida,P-07,2,Pizza Margarita,Principal
T-13406,2024-03-03,Cena,P-15,2,Cerveza Artesana,Bebida
T-13712,2024-09-12,Cena,P-05,4,Refresco Cola,Bebida
T-17593,2025-06-04,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-17579,2025-08-26,Comida,P-21,4,Cafe Solo,Bebida
T-15461,2024-04-24,Comida,P-16,3,Agua Mineral,Bebida
T-11015,2024-01-12,Comida,P-11,2,Salmon a la Plancha,Principal
T-14396,2024-11-17,Cena,P-16,2,Agua Mineral,Bebida
T-10213,2025-07-21,Comida,P-13,3,Bacalao al Horno,Principal
T-11691,2025-02-06,Comida,P-21,4,Cafe Solo,Bebida
T-11738,2025-02-02,Cena,P-24,2,Nuggets de Pollo,Principal
T-17448,2024-10-15,Cena,P-04,3,Tarta de Queso Casera,Postre
T-15759,2024-04-09,Cena,P-20,1,Paella de Marisco,Principal
T-17367,2024-12-04,Cena,P-12,4,Risotto de Setas,Principal
T-15650,2024-07-13,Cena,P-07,1,Pizza Margarita,Principal
T-14390,2024-03-17,Cena,P-12,3,Risotto de Setas,Principal
T-15894,2024-07-28,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-12613,2025-11-27,Cena,P-01,4,Hamburguesa Smart,Principal
T-15361,2025-11-24,Cena,P-23,3,Tiramisu de la Casa,Postre
T-17142,2025-05-01,Comida,P-08,2,Croquetas de Jamon,Entrante
T-17250,2025-08-24,Comida,P-25,1,Canelones de Carne,Principal
T-17965,2024-01-20,Cena,P-16,3,Agua Mineral,Bebida
T-11557,2025-08-12,Cena,P-10,3,Solomillo Iberico,Principal
T-13538,2024-05-31,Cena,P-19,4,Entrecot Ternera,Principal
T-16713,2024-12-27,Cena,P-21,1,Cafe Solo,Bebida
T-14098,2025-07-30,Cena,P-11,1,Salmon a la Plancha,Principal
T-12557,2025-11-24,Cena,P-16,1,Agua Mineral,Bebida
T-17127,2024-09-22,Cena,P-21,1,Cafe Solo,Bebida
T-17029,2024-03-24,Cena,P-07,4,Pizza Margarita,Principal
T-14709,2025-08-04,Comida,P-17,2,Brownie con Helado,Postre
T-13101,2025-05-05,Cena,P-20,4,Paella de Marisco,Principal
T-17426,2025-07-10,Comida,P-15,1,Cerveza Artesana,Bebida
T-14790,2025-02-13,Cena,P-15,1,Cerveza Artesana,Bebida
T-12685,2025-08-30,Comida,P-14,4,Tortilla de Patatas,Entrante
T-12872,2025-07-15,Cena,P-19,2,Entrecot Ternera,Principal
T-12248,2025-12-28,Comida,P-03,4,Pasta Carbonara IA,Principal
T-12866,2025-10-31,Cena,P-03,1,Pasta Carbonara IA,Principal
T-11700,2024-11-04,Cena,P-12,4,Risotto de Setas,Principal
T-12937,2024-06-15,Comida,P-20,2,Paella de Marisco,Principal
T-10094,2025-04-10,Comida,P-02,4,Ensalada Cesar,Entrante
T-16268,2024-02-22,Comida,P-13,1,Bacalao al Horno,Principal
T-17929,2024-03-09,Comida,P-12,2,Risotto de Setas,Principal
T-17432,2025-04-12,Cena,P-19,1,Entrecot Ternera,Principal
T-16176,2024-09-08,Cena,P-07,1,Pizza Margarita,Principal
T-17625,2024-01-22,Cena,P-04,1,Tarta de Queso Casera,Postre
T-13687,2025-11-15,Cena,P-06,4,Vino Tinto Copa,Bebida
T-12348,2025-01-15,Cena,P-17,1,Brownie con Helado,Postre
T-16654,2024-10-24,Comida,P-19,2,Entrecot Ternera,Principal
T-10158,2025-01-21,Comida,P-25,4,Canelones de Carne,Principal
T-15523,2024-11-16,Comida,P-02,1,Ensalada Cesar,Entrante
T-13487,2024-07-10,Comida,P-13,4,Bacalao al Horno,Principal
T-17971,2024-02-27,Comida,P-04,3,Tarta de Queso Casera,Postre
T-15778,2024-07-25,Cena,P-11,4,Salmon a la Plancha,Principal
T-10090,2025-09-09,Comida,P-25,4,Canelones de Carne,Principal
T-17086,2024-08-03,Comida,P-09,4,Gazpacho Andaluz,Entrante
T-11213,2024-10-20,Cena,P-10,3,Solomillo Iberico,Principal
T-10870,2025-07-06,Cena,P-24,4,Nuggets de Pollo,Principal
T-16567,2025-11-12,Comida,P-08,2,Croquetas de Jamon,Entrante
T-14868,2024-09-26,Cena,P-12,4,Risotto de Setas,Principal
T-16099,2024-02-09,Comida,P-05,1,Refresco Cola,Bebida
T-15145,2024-12-09,Cena,P-11,1,Salmon a la Plancha,Principal
T-10927,2024-10-24,Cena,P-19,2,Entrecot Ternera,Principal
T-11883,2024-05-02,Cena,P-03,2,Pasta Carbonara IA,Principal
T-15608,2025-03-12,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-11113,2025-01-13,Comida,P-18,3,Ensaladilla Rusa,Entrante
T-17304,2025-07-30,Comida,P-24,1,Nuggets de Pollo,Principal
T-13139,2025-11-30,Cena,P-10,4,Solomillo Iberico,Principal
T-12549,2024-02-16,Cena,P-12,2,Risotto de Setas,Principal
T-14305,2025-11-06,Cena,P-10,2,Solomillo Iberico,Principal
T-12100,2025-01-13,Cena,P-20,3,Paella de Marisco,Principal
T-13872,2025-07-07,Cena,P-07,2,Pizza Margarita,Principal
T-12274,2025-01-30,Cena,P-07,1,Pizza Margarita,Principal
T-12295,2025-06-15,Cena,P-10,3,Solomillo Iberico,Principal
T-17818,2024-07-30,Cena,P-19,3,Entrecot Ternera,Principal
T-11089,2025-12-16,Cena,P-19,1,Entrecot Ternera,Principal
T-15312,2024-12-23,Cena,P-17,1,Brownie con Helado,Postre
T-16067,2025-04-30,Cena,P-22,2,Te Verde,Bebida
T-11559,2025-03-08,Cena,P-10,1,Solomillo Iberico,Principal
T-15098,2025-10-30,Cena,P-17,3,Brownie con Helado,Postre
T-14646,2024-04-16,Cena,P-03,3,Pasta Carbonara IA,Principal
T-13015,2025-03-20,Cena,P-17,2,Brownie con Helado,Postre
T-17271,2025-03-22,Cena,P-05,3,Refresco Cola,Bebida
T-16299,2024-05-12,Cena,P-02,2,Ensalada Cesar,Entrante
T-10464,2024-12-10,Cena,P-04,4,Tarta de Queso Casera,Postre
T-13644,2024-10-19,Cena,P-25,2,Canelones de Carne,Principal
T-13739,2025-10-25,Comida,P-17,1,Brownie con Helado,Postre
T-11138,2024-10-29,Comida,P-14,1,Tortilla de Patatas,Entrante
T-10839,2025-08-26,Cena,P-10,3,Solomillo Iberico,Principal
T-16617,2024-12-12,Cena,P-12,1,Risotto de Setas,Principal
T-10198,2024-06-05,Cena,P-15,4,Cerveza Artesana,Bebida
T-15958,2024-09-25,Cena,P-15,2,Cerveza Artesana,Bebida
T-12424,2024-07-20,Cena,P-13,2,Bacalao al Horno,Principal
T-17455,2024-02-13,Cena,P-22,2,Te Verde,Bebida
T-11190,2024-09-29,Comida,P-05,4,Refresco Cola,Bebida
T-13387,2025-01-22,Cena,P-24,1,Nuggets de Pollo,Principal
T-16053,2025-12-09,Cena,P-05,2,Refresco Cola,Bebida
T-15185,2025-02-13,Cena,P-14,4,Tortilla de Patatas,Entrante
T-11270,2025-11-21,Cena,P-10,4,Solomillo Iberico,Principal
T-14819,2025-10-14,Comida,P-23,2,Tiramisu de la Casa,Postre
T-16036,2025-11-18,Cena,P-22,3,Te Verde,Bebida
T-14716,2025-01-17,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-11591,2025-03-04,Cena,P-12,2,Risotto de Setas,Principal
T-14463,2024-02-08,Comida,P-06,3,Vino Tinto Copa,Bebida
T-17276,2024-02-24,Comida,P-14,2,Tortilla de Patatas,Entrante
T-13213,2024-12-07,Cena,P-23,1,Tiramisu de la Casa,Postre
T-16074,2024-07-31,Comida,P-11,3,Salmon a la Plancha,Principal
T-12409,2024-10-20,Cena,P-17,2,Brownie con Helado,Postre
T-15254,2024-05-18,Comida,P-19,3,Entrecot Ternera,Principal
T-15354,2025-09-11,Cena,P-25,1,Canelones de Carne,Principal
T-10696,2025-06-20,Cena,P-05,1,Refresco Cola,Bebida
T-11685,2025-06-08,Cena,P-08,2,Croquetas de Jamon,Entrante
T-13057,2025-12-03,Cena,P-15,3,Cerveza Artesana,Bebida
T-12173,2025-10-18,Comida,P-23,4,Tiramisu de la Casa,Postre
T-14790,2025-11-28,Cena,P-10,1,Solomillo Iberico,Principal
T-17153,2024-07-02,Cena,P-24,4,Nuggets de Pollo,Principal
T-14380,2025-06-07,Cena,P-13,1,Bacalao al Horno,Principal
T-12695,2024-03-11,Cena,P-11,2,Salmon a la Plancha,Principal
T-17550,2024-01-31,Comida,P-09,3,Gazpacho Andaluz,Entrante
T-17392,2025-11-29,Comida,P-17,3,Brownie con Helado,Postre
T-14807,2024-05-18,Cena,P-14,2,Tortilla de Patatas,Entrante
T-17212,2025-03-03,Cena,P-08,4,Croquetas de Jamon,Entrante
T-16992,2024-10-22,Cena,P-05,3,Refresco Cola,Bebida
T-17888,2025-08-04,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-17667,2025-04-25,Comida,P-24,2,Nuggets de Pollo,Principal
T-13642,2024-09-26,Comida,P-23,1,Tiramisu de la Casa,Postre
T-12689,2025-02-23,Cena,P-16,3,Agua Mineral,Bebida
T-15033,2024-11-24,Cena,P-21,2,Cafe Solo,Bebida
T-11771,2024-10-08,Cena,P-12,3,Risotto de Setas,Principal
T-13473,2024-05-21,Comida,P-07,2,Pizza Margarita,Principal
T-11803,2024-03-05,Comida,P-20,1,Paella de Marisco,Principal
T-11523,2024-07-04,Cena,P-07,3,Pizza Margarita,Principal
T-10114,2025-07-26,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-12411,2025-11-05,Cena,P-23,2,Tiramisu de la Casa,Postre
T-12493,2024-09-24,Cena,P-12,3,Risotto de Setas,Principal
T-16092,2025-08-24,Comida,P-22,4,Te Verde,Bebida
T-16393,2025-01-11,Comida,P-19,3,Entrecot Ternera,Principal
T-17419,2025-04-12,Cena,P-18,1,Ensaladilla Rusa,Entrante
T-17481,2024-10-13,Comida,P-09,1,Gazpacho Andaluz,Entrante
T-10539,2025-04-06,Cena,P-12,3,Risotto de Setas,Principal
T-15441,2024-06-08,Cena,P-10,4,Solomillo Iberico,Principal
T-15954,2024-07-03,Cena,P-23,1,Tiramisu de la Casa,Postre
T-17931,2025-05-26,Cena,P-08,1,Croquetas de Jamon,Entrante
T-16774,2025-05-09,Cena,P-12,2,Risotto de Setas,Principal
T-11100,2024-05-05,Comida,P-20,2,Paella de Marisco,Principal
T-17557,2025-01-08,Comida,P-09,1,Gazpacho Andaluz,Entrante
T-17010,2025-01-11,Comida,P-03,3,Pasta Carbonara IA,Principal
T-17086,2024-10-04,Comida,P-06,4,Vino Tinto Copa,Bebida
T-15782,2025-08-31,Cena,P-21,3,Cafe Solo,Bebida
T-15120,2025-04-04,Cena,P-10,3,Solomillo Iberico,Principal
T-16902,2025-12-15,Comida,P-25,1,Canelones de Carne,Principal
T-12053,2025-08-02,Cena,P-11,3,Salmon a la Plancha,Principal
T-16181,2024-11-24,Cena,P-21,2,Cafe Solo,Bebida
T-17403,2024-05-31,Comida,P-21,3,Cafe Solo,Bebida
T-13295,2025-01-21,Comida,P-06,4,Vino Tinto Copa,Bebida
T-10202,2025-06-14,Cena,P-11,2,Salmon a la Plancha,Principal
T-16246,2025-02-13,Comida,P-11,2,Salmon a la Plancha,Principal
T-13633,2024-10-27,Cena,P-12,1,Risotto de Setas,Principal
T-13676,2025-07-12,Cena,P-02,2,Ensalada Cesar,Entrante
T-13913,2025-11-08,Cena,P-08,2,Croquetas de Jamon,Entrante
T-15200,2025-05-27,Comida,P-02,1,Ensalada Cesar,Entrante
T-11426,2024-12-25,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-17413,2025-10-04,Cena,P-10,1,Solomillo Iberico,Principal
T-16104,2024-01-05,Cena,P-06,3,Vino Tinto Copa,Bebida
T-12606,2024-09-23,Cena,P-24,4,Nuggets de Pollo,Principal
T-14676,2024-08-11,Comida,P-12,2,Risotto de Setas,Principal
T-16167,2024-09-05,Cena,P-06,4,Vino Tinto Copa,Bebida
T-15799,2024-07-02,Cena,P-21,1,Cafe Solo,Bebida
T-16946,2025-12-24,Comida,P-05,3,Refresco Cola,Bebida
T-12022,2025-05-01,Comida,P-25,4,Canelones de Carne,Principal
T-14606,2024-06-11,Cena,P-05,4,Refresco Cola,Bebida
T-10017,2025-05-05,Comida,P-25,3,Canelones de Carne,Principal
T-11360,2025-11-16,Comida,P-04,3,Tarta de Queso Casera,Postre
